horizon,model,candidate_id,is_baseline_candidate,params_json,cv_score,cv_score_std,cv_balanced_accuracy,cv_f1,cv_spearman_ic,cv_strategy_sharpe,fit_seconds,error,selected
5,Random Forest,3,False,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 25, ""n_estimators"": 450}",0.590650920897443,0.02433494437465827,0.5434531985525698,0.5816451980439273,0.08498990001938099,1.4890777600023748,10.321364665999909,,False
5,XGBoost,0,True,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.035, ""max_depth"": 3, ""n_estimators"": 250, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5454925114241002,0.018961822752468858,0.5236624450037771,0.5518097708600822,-0.0031283667119899826,0.7571554230222195,1.5215865440000016,,False
5,XGBoost,1,False,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 2, ""n_estimators"": 200, ""reg_lambda"": 3.0, ""subsample"": 0.9}",0.5493635737607867,0.017158030004900883,0.5179267272077511,0.5528710244696318,0.024399609443711518,0.877023969919367,1.3490286809999361,,False
5,XGBoost,2,False,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.025, ""max_depth"": 3, ""n_estimators"": 320, ""reg_lambda"": 4.0, ""subsample"": 0.8}",0.5521007373838942,0.01608570148741907,0.5240394744067556,0.5556020710959492,0.010871519580509413,0.9306116914088789,1.4724591130000135,,True
5,XGBoost,3,False,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.04, ""max_depth"": 4, ""n_estimators"": 220, ""reg_lambda"": 5.0, ""subsample"": 0.85}",0.5489941185343982,0.013981451991375751,0.5228654811935832,0.5459719536614838,0.006845673235394418,0.8932795241862298,2.178809556000033,,False
5,LightGBM,0,True,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.025, ""max_depth"": 4, ""n_estimators"": 300, ""num_leaves"": 15, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5406934509325355,0.02553410198919296,0.5181484286784276,0.5546569902482509,-0.0021423969054665346,0.6477385144418873,1.6266927420001593,,False
5,LightGBM,1,False,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.04, ""max_depth"": 3, ""n_estimators"": 240, ""num_leaves"": 7, ""reg_lambda"": 3.0, ""subsample"": 0.9}",0.5386578749297336,0.024667135654101703,0.5105454929198586,0.560997943159821,-0.000721527659228152,0.6447409442024162,0.7999994400001924,,False
5,LightGBM,2,False,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": 5, ""n_estimators"": 360, ""num_leaves"": 20, ""reg_lambda"": 4.0, ""subsample"": 0.8}",0.5469595757570999,0.022599716725385265,0.5244521719483584,0.5559976320438208,-0.003531264565476963,0.7536732570162291,2.4958497089999128,,True
5,LightGBM,3,False,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.03, ""max_depth"": 6, ""n_estimators"": 260, ""num_leaves"": 24, ""reg_lambda"": 5.0, ""subsample"": 0.85}",0.5439694295761743,0.0237751349234667,0.5177537836724685,0.5474900244636475,-0.0034196557447291284,0.8068216957122796,2.4945989119999012,,False
5,CatBoost,0,True,"{""depth"": 4, ""iterations"": 280, ""learning_rate"": 0.035}",0.5659570542704241,0.016575536211194307,0.5328917939419967,0.5796855789753715,0.027891218327593365,1.0425847443386642,1.9534432450000168,,False
5,CatBoost,1,False,"{""depth"": 3, ""iterations"": 220, ""l2_leaf_reg"": 4.0, ""learning_rate"": 0.05}",0.557307425421031,0.0204849810174841,0.524865788826438,0.5723048403604302,0.03066719202152993,0.8897540446549451,1.1187913129999743,,False
5,CatBoost,2,False,"{""depth"": 4, ""iterations"": 360, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.025}",0.5676955914479995,0.020310242938450535,0.5296605716729097,0.5930423498909869,0.03867986357624765,0.9934311076608981,2.3423390779998954,,True
5,CatBoost,3,False,"{""depth"": 5, ""iterations"": 260, ""l2_leaf_reg"": 6.0, ""learning_rate"": 0.035}",0.5572153898269102,0.022345607993096213,0.5190587346384087,0.572791991822769,0.04386513275460999,0.9412473898552963,2.5071366730001046,,False
5,HMM Regime,0,True,"{""covariance_type"": ""diag"", ""n_components"": 4, ""n_iter"": 400}",0.5832341207555009,0.025792631163676603,0.5206184879530394,0.6166517539182537,0.07902442653960495,1.3420235860316205,0.6408859880000364,,True
5,HMM Regime,1,False,"{""covariance_type"": ""diag"", ""n_components"": 3, ""n_iter"": 350}",0.5442602647488352,0.023731491675619876,0.49712807753957167,0.6777528751427496,-0.016991320650264815,0.3227327673764897,0.3793407800001205,,False
5,HMM Regime,2,False,"{""covariance_type"": ""diag"", ""n_components"": 5, ""n_iter"": 450}",0.5775369778748156,0.023858938889480874,0.5197488629504919,0.6258276406535669,0.11504133608393559,1.0677445507091816,1.1376063939999312,,False
5,HMM Regime,3,False,"{""covariance_type"": ""tied"", ""n_components"": 4, ""n_iter"": 400}",0.5439675802718745,0.08555622468634869,0.5410094619811219,0.4109531769769827,0.08274989465792291,1.0635278097758587,1.7207229599998755,,False
20,SVC,0,True,"{""C"": 1.0, ""gamma"": ""scale""}",0.5375921789172763,0.020767470994834857,0.5095130476067609,0.5407107392774978,0.02852516335056392,0.6766556844724844,3.297563865000029,,False
20,SVC,1,False,"{""C"": 0.5, ""gamma"": ""scale""}",0.5434870593833274,0.009354184955198155,0.5178849771352939,0.5496194394881574,0.040302138369637565,0.6337294063252893,3.3682811520000087,,True
20,SVC,2,False,"{""C"": 3.0, ""gamma"": ""scale""}",0.5270681003982598,0.02657483661677659,0.5045203938360067,0.5222845495975679,0.009015898118593428,0.6110032974051826,3.159794040999941,,False
20,SVC,3,False,"{""C"": 3.0, ""gamma"": 0.03}",0.5248998674567137,0.031731176981830894,0.502274231554278,0.5197850153425779,0.006350835149169028,0.6178935386027063,3.1445154760001515,,False
20,SVR,0,True,"{""C"": 5.0, ""epsilon"": 0.001, ""gamma"": ""scale""}",0.4909820638144136,0.013850410720234248,0.4867672266353619,0.4815441265110351,-0.0480734580167862,0.14791691478774127,4.622953658999904,,False
20,SVR,1,False,"{""C"": 1.0, ""epsilon"": 0.003, ""gamma"": ""scale""}",0.5080509623903987,0.020662556373405663,0.4972287435638145,0.47297938257107547,-0.010959150436224101,0.4593266346532808,1.627404191000096,,True
20,SVR,2,False,"{""C"": 10.0, ""epsilon"": 0.001, ""gamma"": ""scale""}",0.486258838176928,0.01992370525548088,0.48271451525793,0.48507893473364877,-0.05407817105395673,0.06661336044654695,7.368727104000072,,False
20,SVR,3,False,"{""C"": 5.0, ""epsilon"": 0.005, ""gamma"": 0.03}",0.49087352603177775,0.018054374177353585,0.4892268499544777,0.4909172607905538,-0.04435381138111689,0.05334995484787273,3.6096377949997986,,False
20,Random Forest,0,True,"{""max_depth"": 7, ""min_samples_leaf"": 20, ""n_estimators"": 350}",0.5225563581919527,0.0248321588540788,0.5120205458990243,0.5378632726879133,-0.028944943760926812,0.3679903338979243,7.084874527000011,,False
20,Random Forest,1,False,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 30, ""n_estimators"": 280}",0.541571862916673,0.01915937811604009,0.5233033741764296,0.5483040815819633,0.03679760757298109,0.5054928568549014,3.400606360999973,,True
20,Random Forest,2,False,"{""max_depth"": 10, ""max_features"": 0.7, ""min_samples_leaf"": 12, ""n_estimators"": 350}",0.5017115516801763,0.03425405935699051,0.4934948356350308,0.5064703199473111,-0.022462459353244913,0.20010806238080145,9.689996530000144,,False
20,Random Forest,3,False,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 25, ""n_estimators"": 450}",0.5197163525247201,0.033721284197842406,0.5097963734738268,0.5341553953437206,-0.013621332724414159,0.3067222065294921,11.66220423599998,,False
20,XGBoost,0,True,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.035, ""max_depth"": 3, ""n_estimators"": 250, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5265323442033135,0.03452530999198516,0.5151799071214878,0.5447137863935573,-0.04032099052372681,0.44620889701049893,1.0947576730000037,,True
20,XGBoost,1,False,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 2, ""n_estimators"": 200, ""reg_lambda"": 3.0, ""subsample"": 0.9}",0.5259936380194037,0.026380608752195136,0.508483940853378,0.5588897149424659,-0.03057495493021342,0.39326113153913195,1.521122539000089,,False
20,XGBoost,2,False,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.025, ""max_depth"": 3, ""n_estimators"": 320, ""reg_lambda"": 4.0, ""subsample"": 0.8}",0.5251859934813708,0.035043507502497635,0.512921328980965,0.544479050877631,-0.04412955256013168,0.44568542577148645,1.5559252950001792,,False
20,XGBoost,3,False,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.04, ""max_depth"": 4, ""n_estimators"": 220, ""reg_lambda"": 5.0, ""subsample"": 0.85}",0.5240944230140369,0.03312424010157499,0.5084062332653024,0.5354166009363936,-0.03687638946131564,0.5284472295347175,2.050619249000192,,False
20,LightGBM,0,True,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.025, ""max_depth"": 4, ""n_estimators"": 300, ""num_leaves"": 15, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5255850903707446,0.03618497215369969,0.5174335105625102,0.5483780917528551,-0.03453467357546711,0.3487066984374785,2.2011438380000072,,True
20,LightGBM,1,False,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.04, ""max_depth"": 3, ""n_estimators"": 240, ""num_leaves"": 7, ""reg_lambda"": 3.0, ""subsample"": 0.9}",0.5227315982999395,0.038035873901946536,0.510603583140672,0.5561322801637685,-0.058342790346027386,0.36303503685939487,0.9332910199998423,,False
20,LightGBM,2,False,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": 5, ""n_estimators"": 360, ""num_leaves"": 20, ""reg_lambda"": 4.0, ""subsample"": 0.8}",0.5209603154247924,0.02660654193845522,0.5126580999998479,0.5443325915788616,-0.04727462705083251,0.32042963189330465,2.7589292929999374,,False
20,LightGBM,3,False,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.03, ""max_depth"": 6, ""n_estimators"": 260, ""num_leaves"": 24, ""reg_lambda"": 5.0, ""subsample"": 0.85}",0.5208017969671938,0.030929393153385505,0.5104051854019138,0.5459883501158326,-0.0305983598229863,0.2927752997932802,2.61294308000015,,False
20,CatBoost,0,True,"{""depth"": 4, ""iterations"": 280, ""learning_rate"": 0.035}",0.5161835993187446,0.036830685647073196,0.4942299590554624,0.5478116046955331,-0.03795009037152262,0.3859717200017203,1.9020277179999994,,False
20,CatBoost,1,False,"{""depth"": 3, ""iterations"": 220, ""l2_leaf_reg"": 4.0, ""learning_rate"": 0.05}",0.5204109654821256,0.029092061599941266,0.48718433331359945,0.5569642115920361,-0.03330651817951194,0.536391130982162,1.0765565329998026,,True
20,CatBoost,2,False,"{""depth"": 4, ""iterations"": 360, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.025}",0.5185408709727395,0.034499679668555945,0.5022646620200005,0.5591891263126025,-0.04630651111846371,0.30246029899937243,2.2602949130000525,,False
20,CatBoost,3,False,"{""depth"": 5, ""iterations"": 260, ""l2_leaf_reg"": 6.0, ""learning_rate"": 0.035}",0.5173012583020332,0.03596900773229069,0.5030276518637544,0.5417318704815809,-0.04901405969154552,0.3965073056811022,2.316910235000023,,False
20,HMM Regime,0,True,"{""covariance_type"": ""diag"", ""n_components"": 4, ""n_iter"": 400}",0.5789450491498688,0.004147730362858535,0.5100080210083849,0.6572088558528443,0.06374569912973721,1.0952954318677632,0.4105175079998844,,False
20,HMM Regime,1,False,"{""covariance_type"": ""diag"", ""n_components"": 3, ""n_iter"": 350}",0.574667647940846,0.023608287155188992,0.529228657394193,0.5557302080374171,0.06770105765816482,1.3353564365525983,0.3076252870000644,,False
20,HMM Regime,2,False,"{""covariance_type"": ""diag"", ""n_components"": 5, ""n_iter"": 450}",0.5772032314818447,0.007729473465244375,0.5075136158941386,0.5965648708156701,0.057060936280036036,1.596320463917963,0.7384943419999672,,False
20,HMM Regime,3,False,"{""covariance_type"": ""tied"", ""n_components"": 4, ""n_iter"": 400}",0.5966092149316258,0.010947489874812965,0.5454437564283449,0.6399247923922567,0.1055732466983304,1.1205454152308494,2.198160590999805,,True
60,SVC,0,True,"{""C"": 1.0, ""gamma"": ""scale""}",0.49972129150586464,0.060902498848485184,0.48263713258830737,0.529459674826089,-0.05049366821173954,0.2154905134196808,3.1901138939999782,,False
60,SVC,1,False,"{""C"": 0.5, ""gamma"": ""scale""}",0.5031532788050813,0.05062844503878825,0.47782748809926795,0.5318203903822629,-0.0509950157523662,0.34562088598747015,3.3047436780000226,,True
60,SVC,2,False,"{""C"": 3.0, ""gamma"": ""scale""}",0.49848411815435806,0.07302533650951512,0.4851779871519665,0.5299149509718655,-0.055012723841062205,0.1507125424266422,2.97095736700021,,False
60,SVC,3,False,"{""C"": 3.0, ""gamma"": 0.03}",0.5002202262088463,0.07594050979394229,0.4888151052712042,0.5286127555144726,-0.0479390443242396,0.14862781625053187,2.954162647999965,,False
60,SVR,0,True,"{""C"": 5.0, ""epsilon"": 0.001, ""gamma"": ""scale""}",0.5210098660150572,0.03809100513062928,0.5188438757939148,0.4898593780946722,0.013736924530329977,0.3939895344008269,3.7638386799999353,,True
60,SVR,1,False,"{""C"": 1.0, ""epsilon"": 0.003, ""gamma"": ""scale""}",0.5093620530121697,0.05788141191254229,0.5063424853725711,0.4694152224179759,-0.006128163933418955,0.44780517482803733,1.4006314350001503,,False
60,SVR,2,False,"{""C"": 10.0, ""epsilon"": 0.001, ""gamma"": ""scale""}",0.5203365411149573,0.04195042772056564,0.5242029436330972,0.5009532300133284,0.01559645683808486,0.2240872833254407,5.935337110000091,,False
60,SVR,3,False,"{""C"": 5.0, ""epsilon"": 0.005, ""gamma"": 0.03}",0.5138866225621704,0.04397981026380702,0.5134972485004162,0.49137122829232216,0.012684315286066958,0.24460917259040185,3.16992776699999,,False
60,Random Forest,0,True,"{""max_depth"": 7, ""min_samples_leaf"": 20, ""n_estimators"": 350}",0.5083983889978972,0.037689965152892385,0.4929597238233443,0.568515360209669,-0.029001088519573375,0.035450292303012755,7.3174595359998875,,False
60,Random Forest,1,False,"{""max_depth"": 5, ""max_features"": ""sqrt"", ""min_samples_leaf"": 30, ""n_estimators"": 280}",0.5219347960860249,0.03133107381968975,0.497015017107521,0.5974465997629744,-0.015413342281315212,0.16855374161096856,3.66198329000008,,False
60,Random Forest,2,False,"{""max_depth"": 10, ""max_features"": 0.7, ""min_samples_leaf"": 12, ""n_estimators"": 350}",0.535873561429579,0.052977105340972164,0.5407165848970071,0.6026379683148995,-0.04489702235112387,0.04028447095773686,9.638587432999884,,True
60,Random Forest,3,False,"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 25, ""n_estimators"": 450}",0.5316201751775145,0.060416001932289534,0.5292744027093651,0.6058543077717528,-0.027587567683286577,-0.0020297592642659346,10.905611520999855,,False
60,XGBoost,0,True,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.035, ""max_depth"": 3, ""n_estimators"": 250, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5384742961082377,0.054906521973502924,0.5373686009694776,0.582744980998981,0.020138196337188437,0.08784309217693691,1.5756788809999307,,False
60,XGBoost,1,False,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 2, ""n_estimators"": 200, ""reg_lambda"": 3.0, ""subsample"": 0.9}",0.5405671057774571,0.06034707424537444,0.5323271414157726,0.6071955891964184,0.0020284472305129187,0.12672660329265875,0.7787547899999936,,True
60,XGBoost,2,False,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.025, ""max_depth"": 3, ""n_estimators"": 320, ""reg_lambda"": 4.0, ""subsample"": 0.8}",0.5376762064787902,0.05448282499795424,0.5371950125028445,0.5949614993738034,-0.018416265178094127,0.10578511985787097,1.887565319000032,,False
60,XGBoost,3,False,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.04, ""max_depth"": 4, ""n_estimators"": 220, ""reg_lambda"": 5.0, ""subsample"": 0.85}",0.5312760549959156,0.061083280836585596,0.5284741399852213,0.5800006487599026,-0.0037404402796836107,0.08292802086813597,1.545433962999823,,False
60,LightGBM,0,True,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.025, ""max_depth"": 4, ""n_estimators"": 300, ""num_leaves"": 15, ""reg_lambda"": 2.0, ""subsample"": 0.85}",0.5291425965164333,0.05450172696902278,0.522626709596977,0.5724908448548475,-0.013598936782746813,0.16040786059697823,1.9036319580000054,,False
60,LightGBM,1,False,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.04, ""max_depth"": 3, ""n_estimators"": 240, ""num_leaves"": 7, ""reg_lambda"": 3.0, ""subsample"": 0.9}",0.5366750007332636,0.06224670777633507,0.528545530002661,0.5779084482726301,0.004334618404770563,0.21717035421178657,0.9702433300001303,,True
60,LightGBM,2,False,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": 5, ""n_estimators"": 360, ""num_leaves"": 20, ""reg_lambda"": 4.0, ""subsample"": 0.8}",0.5356043218532949,0.050752309959922984,0.5251722725543294,0.5820766813693886,-0.012859386383153065,0.2554535324525083,3.303955549999955,,False
60,LightGBM,3,False,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.03, ""max_depth"": 6, ""n_estimators"": 260, ""num_leaves"": 24, ""reg_lambda"": 5.0, ""subsample"": 0.85}",0.5309394070132508,0.0602271885428449,0.524055250093293,0.579496431835569,-0.006911892837110846,0.14097587198244046,2.6989806819999558,,False
60,CatBoost,0,True,"{""depth"": 4, ""iterations"": 280, ""learning_rate"": 0.035}",0.5187952970547444,0.06452082929664257,0.5147519967448432,0.569281951960455,-0.03562904370477785,0.062382464169567435,1.7528480999999374,,True
60,CatBoost,1,False,"{""depth"": 3, ""iterations"": 220, ""l2_leaf_reg"": 4.0, ""learning_rate"": 0.05}",0.5187648654710724,0.05398824312538384,0.5183839199708915,0.5741002847122437,-0.05416538670455651,0.038782192606231274,1.1028496240001004,,False
60,CatBoost,2,False,"{""depth"": 4, ""iterations"": 360, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.025}",0.5121118641493264,0.05426471273266333,0.5025378719830954,0.5673325265581792,-0.05798379523263603,0.10337929648367843,2.2670178179998857,,False
60,CatBoost,3,False,"{""depth"": 5, ""iterations"": 260, ""l2_leaf_reg"": 6.0, ""learning_rate"": 0.035}",0.5102483660708993,0.06472320958613619,0.5094697961117665,0.5693540978423035,-0.06701550302786778,-0.02274179083239018,2.314360443999931,,False
60,HMM Regime,0,True,"{""covariance_type"": ""diag"", ""n_components"": 4, ""n_iter"": 400}",0.590012010638057,0.005174124894832941,0.5143309335790099,0.647021463305301,0.126435709879105,1.264306075906033,0.6496220100000301,,True
60,HMM Regime,1,False,"{""covariance_type"": ""diag"", ""n_components"": 3, ""n_iter"": 350}",0.571171244350923,0.021484423447432968,0.5168621764978654,0.6234405437991691,0.004904603290952191,1.147761087344284,0.30270010100002764,,False
60,HMM Regime,2,False,"{""covariance_type"": ""diag"", ""n_components"": 5, ""n_iter"": 450}",0.5593022286690521,0.029347095767914694,0.4933198547601088,0.6832075560751459,0.07183306009022844,0.5322880738286282,0.6476476640000328,,False
60,HMM Regime,3,False,"{""covariance_type"": ""tied"", ""n_components"": 4, ""n_iter"": 400}",0.5634433331074135,0.026476804442310806,0.5082875465422511,0.6997586896120778,0.051100795190272164,0.4036863130097186,0.9393444749998707,,False
